JOURNAL	NN	journal NN PennPOS
plasmids	NNS	plasmid NNS PennPOS
Strain	NNP	strain NN PennPOS
Plasmid	NN	plasmid NN PennPOS
b	NN	b NN PennPOS
Growth	NN	growth NN PennPOS
in	IN	in IN PennPOS
presence	NN	presence NN PennPOS
of	IN	of pp-f NUPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
a	DT	a dt NUPOS
n-Hexane	NN	n-hexane NN PennPOS
(	(	( ( NUPOS
3.9	CD	3.9 CD PennPOS
)	)	) ) NUPOS
c	NN	c NN PennPOS
Cyclohexane	NN	cyclohexane NN PennPOS
(	(	( ( NUPOS
3.4	CD	3.4 CD PennPOS
)	)	) ) NUPOS
c	NN	c NN PennPOS
AG102	NN	AG102 NN PennPOS
(	(	( ( NUPOS
marR	NN	Marr np1 NUPOS
mutation	NN	mutation NN PennPOS
)	)	) ) NUPOS
AG100	NN	AG100 NN PennPOS
(	(	( ( NUPOS
wild	JJ	wild JJ PennPOS
type	NN	type NN PennPOS
)	)	) ) NUPOS
AG100	NN	AG100 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
AG100	NN	AG100 NN PennPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
AG100	NN	AG100 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
AG100	NN	AG100 NN PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
AG100	NN	AG100 NN PennPOS
pSXS	NN	pSXS NN PennPOS
AG100	NN	AG100 NN PennPOS
pSRob	NN	pSRob NN PennPOS
AG100K	NN	AG100K NN PennPOS
(	(	( ( NUPOS
marCORAB	NN	marCORAB NN PennPOS
:	:	: : NUPOS
:	:	: : NUPOS
kan	NN	kan NN PennPOS
)	)	) ) NUPOS
AG100K	NN	AG100K NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
AG100K	NN	AG100K NN PennPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
AG100K	NN	AG100K NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
AG100K	NN	AG100K NN PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
AG100K	NN	AG100K NN PennPOS
pSXS	NN	pSXS NN PennPOS
AG100K	NN	AG100K NN PennPOS
pSRob	NN	pSRob NN PennPOS
MCH164	NN	MCH164 NN PennPOS
(	(	( ( NUPOS
mar	FW	mar FW PennPOS
)	)	) ) NUPOS
MCH164	NN	MCH164 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
MCH164	NN	MCH164 NN PennPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
MCH164	NN	MCH164 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
MCH164	NN	MCH164 NN PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
MCH164	NN	MCH164 NN PennPOS
pSXS	NN	pSXS NN PennPOS
MCH164	NN	MCH164 NN PennPOS
pSRob	NN	pSRob NN PennPOS
AG100-B	NN	AG100-B NN PennPOS
(	(	( ( NUPOS
acrR	NN	acrR NN PennPOS
mutant	NN	mutant NN PennPOS
)	)	) ) NUPOS
AG100-A	NN	AG100-A NN PennPOS
(	(	( ( NUPOS
acrAB	NN	acrAB NN PennPOS
)	)	) ) NUPOS
AG102-A	NN	AG102-A NN PennPOS
(	(	( ( NUPOS
marR1	NN	marR1 NN PennPOS
acrAB	NN	acrAB NN PennPOS
)	)	) ) NUPOS
AG102-A	NN	AG102-A NN PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
AG102-A	NN	AG102-A NN PennPOS
pSXS	NN	pSXS NN PennPOS
AG102-A	NN	AG102-A NN PennPOS
pSRob	NN	pSRob NN PennPOS
a	DT	a dt NUPOS
,	,	, , NUPOS
confluent	JJ	confluent JJ PennPOS
growth	NN	growth NN PennPOS
;	:	; : NUPOS
,	,	, , NUPOS
visible	JJ	visible JJ PennPOS
growth	NN	growth NN PennPOS
(	(	( ( NUPOS
100	CD	100 crd NUPOS
colonies	NNS	colony NNS PennPOS
)	)	) ) NUPOS
;	:	; : NUPOS
,	,	, , NUPOS
no	DT	no dx NUPOS
growth	NN	growth NN PennPOS
.	.	. . NUPOS

b	NN	b NN PennPOS
IPTG	NN	IPTG NN PennPOS
was	VBD	be vbd NUPOS
added	VBN	add VBN PennPOS
to	TO	to p-acp NUPOS
plates	NNS	plate NNS PennPOS
at	IN	at pp NUPOS
a	DT	a dt NUPOS
concentration	NN	concentration NN PennPOS
of	IN	of pp-f NUPOS
0.5	CD	0.5 CD PennPOS
mM	NN	mm NN PennPOS
when	WRB	when c-crq NUPOS
induction	NN	induction NN PennPOS
of	IN	of pp-f NUPOS
plasmid	NN	plasmid NN PennPOS
genes	NNS	gene NNS PennPOS
was	VBD	be vbd NUPOS
required	VBN	require VBN PennPOS
(	(	( ( NUPOS
pSE380	NN	pSE380 NN PennPOS
derivatives	NNS	derivative NNS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

c	NN	c NN PennPOS
Value	NN	value NN PennPOS
in	IN	in IN PennPOS
parentheses	NNS	parenthesis NNS PennPOS
is	VBZ	be vbz NUPOS
log	NN	log NN PennPOS
P	NN	p NN PennPOS
ow	NN	Ow np1 NUPOS
.	.	. . NUPOS

pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
,	,	, , NUPOS
restored	VBD	restore VBD PennPOS
n-hexane	NN	n-hexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
and	CC	and cc NUPOS
produced	VBD	produce VBD PennPOS
higher	JJR	high JJR PennPOS
cyclohexane	NN	cyclohexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
better	JJR	good jc NUPOS
effect	NN	effect NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
latter	JJ	latter JJ PennPOS
plasmid	NN	plasmid NN PennPOS
than	IN	than cs NUPOS
those	DT	those d NUPOS
containing	VBG	contain VBG PennPOS
only	RB	only av-j NUPOS
marA	NN	mara NN PennPOS
could	MD	can vmd NUPOS
be	VB	be vbi NUPOS
linked	VBN	link VBN PennPOS
to	TO	to p-acp NUPOS
greater	JJR	great JJR PennPOS
production	NN	production NN PennPOS
of	IN	of pp-f NUPOS
MarA	NN	mara NN PennPOS
protein	NN	protein NN PennPOS
from	IN	from pp NUPOS
this	DT	this d NUPOS
plasmid	NN	plasmid NN PennPOS
(	(	( ( NUPOS
as	IN	as c-acp NUPOS
visualized	VBN	visualise VBN PennPOS
by	IN	by IN PennPOS
antibody	NN	antibody NN PennPOS
to	TO	to p-acp NUPOS
MarA	NN	mara NN PennPOS
[	(	[ ( NUPOS
1	CD	1 crd NUPOS
]	)	] ) NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

While	IN	while cs NUPOS
introduction	NN	introduction NN PennPOS
of	IN	of pp-f NUPOS
either	CC	either CC PennPOS
marA	NN	mara NN PennPOS
,	,	, , NUPOS
soxS	NN	soxS NN PennPOS
,	,	, , NUPOS
or	CC	or cc NUPOS
robA	NN	robA NN PennPOS
restored	VBD	restore VBD PennPOS
n-hexane	NN	n-hexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
in	IN	in IN PennPOS
MCH164	NN	MCH164 NN PennPOS
,	,	, , NUPOS
only	RB	only av-j NUPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
produced	VBD	produce VBD PennPOS
cyclohexane	NN	cyclohexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
in	IN	in IN PennPOS
this	DT	this d NUPOS
larger	JJR	large JJR PennPOS
deletion	NN	deletion NN PennPOS
mutant	NN	mutant NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Since	IN	since c-acp NUPOS
acrAB	NN	acrAB NN PennPOS
deletion	NN	deletion NN PennPOS
dramatically	RB	dramatic av-j NUPOS
decreased	VBD	decrease VBD PennPOS
multiple	JJ	multiple JJ PennPOS
drug	NN	drug NN PennPOS
resistance	NN	resistance NN PennPOS
in	IN	in IN PennPOS
Mar	NNP	mar NN PennPOS
mutants	NNS	mutant NNS PennPOS
(	(	( ( NUPOS
42	CD	42 CD PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
we	PRP	we pns12 NUPOS
examined	VBD	examine VBD PennPOS
its	PRP$	its po31 NUPOS
possible	JJ	possible JJ PennPOS
role	NN	role NN PennPOS
in	IN	in IN PennPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
.	.	. . NUPOS

Overexpression	NN	overexpression NN PennPOS
of	IN	of pp-f NUPOS
acrAB	NN	acrAB NN PennPOS
,	,	, , NUPOS
because	IN	because c-acp NUPOS
of	IN	of pp-f NUPOS
a	DT	a dt NUPOS
mutation	NN	mutation NN PennPOS
in	IN	in IN PennPOS
acrR	NN	acrR NN PennPOS
in	IN	in IN PennPOS
AG100-B	NN	AG100-B NN PennPOS
,	,	, , NUPOS
enabled	VBD	enable VBD PennPOS
the	DT	the dt NUPOS
strain	NN	strain NN PennPOS
to	TO	to p-acp NUPOS
grow	VB	grow VBP PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
presence	NN	presence NN PennPOS
of	IN	of pp-f NUPOS
cyclohexane	NN	cyclohexane NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Deletion	NN	deletion NN PennPOS
of	IN	of pp-f NUPOS
acrAB	NN	acrAB NN PennPOS
from	IN	from pp NUPOS
wild-type	JJ	wild-type JJ PennPOS
AG100	NN	AG100 NN PennPOS
(	(	( ( NUPOS
AG100-A	NN	AG100-A NN PennPOS
)	)	) ) NUPOS
resulted	VBD	result VBD PennPOS
in	IN	in IN PennPOS
n-hexane	NN	n-hexane NN PennPOS
sensitivity	NN	sensitivity NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Deletion	NN	deletion NN PennPOS
of	IN	of pp-f NUPOS
acrAB	NN	acrAB NN PennPOS
from	IN	from pp NUPOS
the	DT	the dt NUPOS
Mar	NNP	mar NN PennPOS
mutant	JJ	mutant JJ PennPOS
AG102	NN	AG102 NN PennPOS
(	(	( ( NUPOS
AG102-A	NN	AG102-A NN PennPOS
)	)	) ) NUPOS
resulted	VBD	result VBD PennPOS
in	IN	in IN PennPOS
sensitivity	NN	sensitivity NN PennPOS
to	TO	to p-acp NUPOS
both	DT	both d NUPOS
n-hexane	NN	n-hexane NN PennPOS
and	CC	and cc NUPOS
cyclohexane	NN	cyclohexane NN PennPOS
.	.	. . NUPOS

Expression	NN	expression NN PennPOS
of	IN	of pp-f NUPOS
marA	NNP	mara NN PennPOS
,	,	, , NUPOS
soxS	NN	soxS NN PennPOS
,	,	, , NUPOS
orrobA	NN	orrobA NN PennPOS
in	IN	in IN PennPOS
AG102-A	NN	AG102-A NN PennPOS
failed	VBD	fail VBD PennPOS
to	TO	to p-acp NUPOS
restore	VB	restore VBP PennPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
,	,	, , NUPOS
further	JJ	further JJ PennPOS
demonstrating	VBG	demonstrate VBG PennPOS
the	DT	the dt NUPOS
critical	JJ	critical JJ PennPOS
role	NN	role NN PennPOS
of	IN	of pp-f NUPOS
acrAB	NN	acrAB NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
2	LS	2 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

We	PRP	we pns12 NUPOS
next	RB	next RB PennPOS
investigated	VBD	investigate VBD PennPOS
a	DT	a dt NUPOS
series	NN	series NN PennPOS
of	IN	of pp-f NUPOS
isogenic	JJ	isogenic JJ PennPOS
strains	NNS	strain NNS PennPOS
in	IN	in IN PennPOS
which	WDT	which r-crq NUPOS
sox	NN	SOX NN PennPOS
,	,	, , NUPOS
mar	FW	mar FW PennPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
robA	NN	robA NN PennPOS
were	VBD	be vbd NUPOS
either	RB	either RB PennPOS
overexpressed	VBN	overexpress VBN PennPOS
,	,	, , NUPOS
deleted	VBN	delete VBN PennPOS
,	,	, , NUPOS
or	CC	or cc NUPOS
inactivated	VBN	inactivate VBN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
3	LS	3 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
strains	NNS	strain NNS PennPOS
overexpressing	VBG	overexpress VBG PennPOS
MarA	NN	mara NN PennPOS
(	(	( ( NUPOS
JHC1069	NN	JHC1069 NN PennPOS
;	:	; : NUPOS
cfxB1/MarR	NN	cfxB1/MarR NN PennPOS
mutation	NN	mutation NN PennPOS
)	)	) ) NUPOS
or	CC	or cc NUPOS
SoxS	NN	SoxS NN PennPOS
(	(	( ( NUPOS
JTG1078	NN	JTG1078 NN PennPOS
;	:	; : NUPOS
soxR105	NN	soxR105 NN PennPOS
mutation	NN	mutation NN PennPOS
)	)	) ) NUPOS
grew	VBD	grow VBD PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
presence	NN	presence NN PennPOS
of	IN	of pp-f NUPOS
both	CC	both CC PennPOS
n-hexane	NN	n-hexane NN PennPOS
and	CC	and cc NUPOS
cyclohexane	NN	cyclohexane NN PennPOS
,	,	, , NUPOS
whereas	IN	whereas cs NUPOS
wild-type	JJ	wild-type JJ PennPOS
GC4468	NN	GC4468 NN PennPOS
grew	VBD	grow VBD PennPOS
only	RB	only av-j NUPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
presence	NN	presence NN PennPOS
of	IN	of pp-f NUPOS
n-hexane	NN	n-hexane NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
3	LS	3 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Much	RB	much RB PennPOS
like	IN	like IN PennPOS
the	DT	the dt NUPOS
situation	NN	situation NN PennPOS
in	IN	in IN PennPOS
AG100	NN	AG100 NN PennPOS
,	,	, , NUPOS
introduction	NN	introduction NN PennPOS
of	IN	of pp-f NUPOS
either	CC	either CC PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
,	,	, , NUPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
,	,	, , NUPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
,	,	, , NUPOS
pSXS	NN	pSXS NN PennPOS
,	,	, , NUPOS
or	CC	or cc NUPOS
pSRob	NN	pSRob NN PennPOS
into	IN	into pp NUPOS
GC4468	NN	GC4468 NN PennPOS
produced	VBD	produce VBD PennPOS
cyclohexane	NN	cyclohexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
.	.	. . NUPOS

Inactivation	NN	inactivation NN PennPOS
of	IN	of pp-f NUPOS
robA	NN	robA NN PennPOS
by	IN	by IN PennPOS
insertion	NN	insertion NN PennPOS
of	IN	of pp-f NUPOS
a	DT	a dt NUPOS
kanamycin	NN	kanamycin NN PennPOS
resistance	NN	resistance NN PennPOS
cassette	NN	cassette NN PennPOS
(	(	( ( NUPOS
RA4468	NN	RA4468 NN PennPOS
)	)	) ) NUPOS
caused	VBD	cause VBD PennPOS
n-hexane	NN	n-hexane NN PennPOS
susceptibility	NN	susceptibility NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
3	LS	3 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Introduction	NN	introduction NN PennPOS
of	IN	of pp-f NUPOS
either	CC	either CC PennPOS
marA	NN	mara NN PennPOS
(	(	( ( NUPOS
on	IN	on IN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
,	,	, , NUPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
,	,	, , NUPOS
or	CC	or cc NUPOS
pSMarAB	NN	pSMarAB NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
soxS	NN	soxS NN PennPOS
(	(	( ( NUPOS
on	IN	on IN PennPOS
pSXS	NN	pSXS NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
or	CC	or cc NUPOS
robA	NN	robA NN PennPOS
(	(	( ( NUPOS
on	IN	on IN PennPOS
pSRob	NN	pSRob NN PennPOS
)	)	) ) NUPOS
into	IN	into pp NUPOS
the	DT	the dt NUPOS
robAinactivated	JJ	robainactivated JJ PennPOS
strain	NN	strain NN PennPOS
increased	VBD	increase VBD PennPOS
tolerance	NN	tolerance NN PennPOS
to	TO	to p-acp NUPOS
both	DT	both d NUPOS
n-hexane	NN	n-hexane NN PennPOS
and	CC	and cc NUPOS
cyclohexane	NN	cyclohexane NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
3	LS	3 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Deletion	NN	deletion NN PennPOS
of	IN	of pp-f NUPOS
soxRS	NN	soxRS NN PennPOS
(	(	( ( NUPOS
DJ901	NN	DJ901 NN PennPOS
)	)	) ) NUPOS
had	VBD	have vhd NUPOS
little	JJ	little JJ PennPOS
effect	NN	effect NN PennPOS
on	IN	on IN PennPOS
n-hexane	NN	n-hexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
3	LS	3 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Introduction	NN	introduction NN PennPOS
of	IN	of pp-f NUPOS
marA	NNP	mara NN PennPOS
,	,	, , NUPOS
soxS	NN	soxS NN PennPOS
,	,	, , NUPOS
orrobA	NN	orrobA NN PennPOS
into	IN	into pp NUPOS
the	DT	the dt NUPOS
soxRS	NN	soxRS NN PennPOS
strain	NN	strain NN PennPOS
produced	VBD	produce VBD PennPOS
cyclohexane	NN	cyclohexane NN PennPOS
tolerance	NN	tolerance NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
3	LS	3 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

In	IN	in IN PennPOS
all	DT	all d NUPOS
of	IN	of pp-f NUPOS
these	DT	these d NUPOS
complementations	NNS	complementation NNS PennPOS
,	,	, , NUPOS
the	DT	the dt NUPOS
best	JJS	good JJS PennPOS
effect	NN	effect NN PennPOS
of	IN	of pp-f NUPOS
marA	NN	mara NN PennPOS
was	VBD	be vbd NUPOS
obtained	VBN	obtain VBN PennPOS
with	IN	with pp NUPOS
plasmid	NN	plasmid NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
.	.	. . NUPOS

Since	IN	since c-acp NUPOS
Mar	NNP	mar NN PennPOS
mutant	JJ	mutant JJ PennPOS
strain	NN	strain NN PennPOS
AG102	NN	AG102 NN PennPOS
grew	VBD	grow VBD PennPOS
confluently	RB	confluent RB PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
presence	NN	presence NN PennPOS
of	IN	of pp-f NUPOS
cyclohexane	NN	cyclohexane NN PennPOS
and	CC	and cc NUPOS
the	DT	the dt NUPOS
acrR	NN	acrR NN PennPOS
mutant	JJ	mutant JJ PennPOS
form	NN	form NN PennPOS
of	IN	of pp-f NUPOS
strain	NN	strain NN PennPOS
AG100	NN	AG100 NN PennPOS
(	(	( ( NUPOS
AG100-B	NN	AG100-B NN PennPOS
)	)	) ) NUPOS
grew	VBD	grow VBD PennPOS
less	JJR	little JJR PennPOS
well	RB	well av NUPOS
,	,	, , NUPOS
we	PRP	we pns12 NUPOS
tried	VBD	try VBD PennPOS
a	DT	a dt NUPOS
different	JJ	different JJ PennPOS
method	NN	method NN PennPOS
,	,	, , NUPOS
namely	RB	namely av NUPOS
,	,	, , NUPOS
an	DT	a dt NUPOS
EOP	NN	EOP NN PennPOS
assay	NN	assay NN PennPOS
to	TO	to p-acp NUPOS
compare	VB	compare VBP PennPOS
growth	NN	growth NN PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
presence	NN	presence NN PennPOS
of	IN	of pp-f NUPOS
cyclohexane	NN	cyclohexane NN PennPOS
(	(	( ( NUPOS
Table	NNP	table NN PennPOS
4	LS	4 LS PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

AG102	NN	AG102 NN PennPOS
had	VBD	have vhd NUPOS
a	DT	a dt NUPOS
greater	JJR	great JJR PennPOS
EOP	NN	EOP NN PennPOS
(	(	( ( NUPOS
73	CD	73 CD PennPOS
%	NN	% NN PennPOS
)	)	) ) NUPOS
in	IN	in IN PennPOS
cyclohexane	NN	cyclohexane NN PennPOS
than	IN	than cs NUPOS
did	VBD	do vdd NUPOS
AG100-B	NN	AG100-B NN PennPOS
(	(	( ( NUPOS
EOP	NN	EOP NN PennPOS
,	,	, , NUPOS
13	CD	13 crd NUPOS
%	NN	% NN PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
sixfold	JJ	sixfold JJ PennPOS
difference	NN	difference NN PennPOS
confirmed	VBD	confirm VBD PennPOS
,	,	, , NUPOS
although	IN	although cs NUPOS
perhaps	RB	perhaps av NUPOS
less	JJR	little JJR PennPOS
dramatically	RB	dramatic av-j NUPOS
,	,	, , NUPOS
the	DT	the dt NUPOS
spot	NN	spot NN PennPOS
test	NN	test NN PennPOS
results	NNS	result NNS PennPOS
.	.	. . NUPOS

DISCUSSION	NN	discussion NN PennPOS
The	DT	the dt NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
affects	VBZ	affect VBZ PennPOS
intrinsic	JJ	intrinsic JJ PennPOS
multidrug	JJ	multidrug JJ PennPOS
susceptibility	NN	susceptibility NN PennPOS
or	CC	or cc NUPOS
resistance	NN	resistance NN PennPOS
in	IN	in IN PennPOS
E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
and	CC	and cc NUPOS
when	WRB	when c-crq NUPOS
activated	VBN	activate VBN PennPOS
provides	VBZ	provide VBZ PennPOS
the	DT	the dt NUPOS
cell	NN	cell NN PennPOS
with	IN	with pp NUPOS
TABLE	NN	table NN PennPOS
3	CD	3 crd NUPOS
.	.	. . NUPOS

Organic	NNP	Organic NNP PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
of	IN	of pp-f NUPOS
wild-type	JJ	wild-type JJ PennPOS
,	,	, , NUPOS
soxRS	NN	soxRS NN PennPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
robA	NN	robA NN PennPOS
:	:	: : NUPOS
:	:	: : NUPOS
kan	NN	kan NN PennPOS
strains	NNS	strain NNS PennPOS
bearing	VBG	bear VBG PennPOS
mar	FW	mar FW PennPOS
,	,	, , NUPOS
soxS	NN	soxS NN PennPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
robA	NN	robA NN PennPOS
plasmids	NNS	plasmid NNS PennPOS
Strain	NNP	strain NN PennPOS
Plasmid	NN	plasmid NN PennPOS
b	NN	b NN PennPOS
Growth	NN	growth NN PennPOS
in	IN	in IN PennPOS
presence	NN	presence NN PennPOS
of	IN	of pp-f NUPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
a	DT	a dt NUPOS
n-Hexane	NN	n-hexane NN PennPOS
(	(	( ( NUPOS
3.9	CD	3.9 CD PennPOS
)	)	) ) NUPOS
c	NN	c NN PennPOS
Cyclohexane	NN	cyclohexane NN PennPOS
(	(	( ( NUPOS
3.4	CD	3.4 CD PennPOS
)	)	) ) NUPOS
c	NN	c NN PennPOS
GC4468	NN	GC4468 NN PennPOS
(	(	( ( NUPOS
wild	JJ	wild JJ PennPOS
type	NN	type NN PennPOS
)	)	) ) NUPOS
JHC1069	NN	JHC1069 NN PennPOS
(	(	( ( NUPOS
cfxB1	NN	cfxB1 NN PennPOS
)	)	) ) NUPOS
JTG1078	NN	JTG1078 NN PennPOS
(	(	( ( NUPOS
soxR105	NN	soxR105 NN PennPOS
)	)	) ) NUPOS
GC4468	NN	GC4468 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
GC4468	NN	GC4468 NN PennPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
GC4468	NN	GC4468 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
GC4468	NN	GC4468 NN PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
GC4468	NN	GC4468 NN PennPOS
pSXS	NN	pSXS NN PennPOS
GC4468	NN	GC4468 NN PennPOS
pSRob	NN	pSRob NN PennPOS
RA4468	NN	RA4468 NN PennPOS
(	(	( ( NUPOS
robA	NN	robA NN PennPOS
:	:	: : NUPOS
:	:	: : NUPOS
kan	NN	kan NN PennPOS
)	)	) ) NUPOS
RA4468	NN	RA4468 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
RA4468	NN	RA4468 NN PennPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
RA4468	NN	RA4468 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
RA4468	NN	RA4468 NN PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
RA4468	NN	RA4468 NN PennPOS
pSXS	NN	pSXS NN PennPOS
RA4468	NN	RA4468 NN PennPOS
pSRob	NN	pSRob NN PennPOS
DJ901	NN	DJ901 NN PennPOS
(	(	( ( NUPOS
soxRS	NN	soxRS NN PennPOS
)	)	) ) NUPOS
DJ901	NN	DJ901 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
DJ901	NN	DJ901 NN PennPOS
pMAK-TU2	NN	pMAK-TU2 NN PennPOS
DJ901	NN	DJ901 NN PennPOS
pMAK-TU1	NN	pMAK-TU1 NN PennPOS
&	CC	and cc NUPOS
TU2	NN	TU2 NN PennPOS
DJ901	NN	DJ901 NN PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
DJ901	NN	DJ901 NN PennPOS
pSXS	NN	pSXS NN PennPOS
DJ901	NN	DJ901 NN PennPOS
pSRob	NN	pSRob NN PennPOS
a	DT	a dt NUPOS
,	,	, , NUPOS
confluent	JJ	confluent JJ PennPOS
growth	NN	growth NN PennPOS
;	:	; : NUPOS
,	,	, , NUPOS
visible	JJ	visible JJ PennPOS
growth	NN	growth NN PennPOS
(	(	( ( NUPOS
100	CD	100 crd NUPOS
colonies	NNS	colony NNS PennPOS
)	)	) ) NUPOS
;	:	; : NUPOS
,	,	, , NUPOS
no	DT	no dx NUPOS
growth	NN	growth NN PennPOS
.	.	. . NUPOS

b	NN	b NN PennPOS
IPTG	NN	IPTG NN PennPOS
was	VBD	be vbd NUPOS
added	VBN	add VBN PennPOS
to	TO	to p-acp NUPOS
plates	NNS	plate NNS PennPOS
at	IN	at pp NUPOS
a	DT	a dt NUPOS
concentration	NN	concentration NN PennPOS
of	IN	of pp-f NUPOS
